Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,0.280000,0.360000,0.280000,0.355000,0.355000,744064
2020-03-03,0.390000,0.400000,0.330000,0.330000,0.330000,1372732
2020-03-04,0.330000,0.330000,0.330000,0.330000,0.330000,0
2020-03-05,0.330000,0.330000,0.330000,0.330000,0.330000,0
2020-03-06,0.365000,0.400000,0.340000,0.365000,0.365000,4726804
2020-03-09,0.340000,0.370000,0.330000,0.370000,0.370000,472822
2020-03-10,0.350000,0.370000,0.325000,0.360000,0.360000,539401
2020-03-11,0.375000,0.405000,0.355000,0.355000,0.355000,362685
2020-03-12,0.350000,0.355000,0.340000,0.340000,0.340000,311500
2020-03-13,0.300000,0.310000,0.265000,0.310000,0.310000,1078108
2020-03-16,0.305000,0.305000,0.255000,0.255000,0.255000,946585
2020-03-17,0.250000,0.265000,0.235000,0.265000,0.265000,826133
2020-03-18,0.280000,0.300000,0.275000,0.290000,0.290000,340122
2020-03-19,0.280000,0.280000,0.260000,0.260000,0.260000,209697
2020-03-20,0.270000,0.285000,0.270000,0.280000,0.280000,440943
2020-03-23,0.272000,0.272000,0.225000,0.225000,0.225000,278408
2020-03-24,0.225000,0.247000,0.225000,0.247500,0.247500,212167
2020-03-25,0.270000,0.275000,0.230000,0.230000,0.230000,217288
2020-03-26,0.255000,0.255000,0.235000,0.250000,0.250000,46107
2020-03-27,0.250000,0.255000,0.240000,0.240000,0.240000,227398
2020-03-30,0.240000,0.240000,0.230000,0.230000,0.230000,27134
2020-03-31,0.240000,0.250000,0.240000,0.250000,0.250000,132664
2020-04-01,0.255000,0.310000,0.255000,0.295000,0.295000,448531
2020-04-02,0.295000,0.295000,0.295000,0.295000,0.295000,550
2020-04-03,0.295000,0.295000,0.290000,0.290000,0.290000,10467
2020-04-06,0.285000,0.290000,0.280000,0.280000,0.280000,160784
2020-04-07,0.295000,0.305000,0.280000,0.285000,0.285000,121779
2020-04-08,0.280000,0.285000,0.280000,0.285000,0.285000,26949
2020-04-09,0.290000,0.290000,0.280000,0.280000,0.280000,177301
2020-04-14,0.285000,0.285000,0.275000,0.275000,0.275000,87347
2020-04-15,0.280000,0.280000,0.265000,0.270000,0.270000,259921
2020-04-16,0.265000,0.270000,0.250000,0.265000,0.265000,240197
2020-04-17,0.260000,0.275000,0.250000,0.250000,0.250000,311850
2020-04-20,0.265000,0.300000,0.265000,0.280000,0.280000,252286
2020-04-21,0.275000,0.275000,0.255000,0.260000,0.260000,209780
2020-04-22,0.260000,0.260000,0.250000,0.255000,0.255000,368602
2020-04-23,0.260000,0.270000,0.260000,0.260000,0.260000,151261
2020-04-24,0.260000,0.265000,0.260000,0.260000,0.260000,140280
2020-04-27,0.265000,0.270000,0.262000,0.270000,0.270000,74214
2020-04-28,0.270000,0.270000,0.265000,0.265000,0.265000,68480
